,id,name,document
20,1010912,VICTOR FORD FOUNDATION,
21,1010914,FRIENDS OF BNEI DAVID,
22,1010930,PRINCESS ALICE HOSPICE,"


Princess Alice Hospice









































































Skip navigation





Princess Alice Hospice



Search
Donate

Menu












Close












Our care












How we can help


The Wellbeing Centre


Meet our team


Carers and families


Bereavement services


Care stories


Compassionate communities


Planning Ahead





Support us












Visit our shops


Donate


Remember a loved one


A gift in your Will


Donate goods


Events


Play our lottery


Special celebrations


Company partnerships


Do your own thing


Help us from a distance


Our promise to you





Join our team












What we do


Rewarding work


We have a role for you


Want to volunteer?


Work experience


Company support


Facts and figures


Meet our people





Learn with us












Courses for individuals


Courses for teams


Share and Learn network


Bespoke courses


Our library


Our research activity


The education team


Book a course





Latest news












Latest media releases


Our media centre


Our latest campaigns


Our blog





About Us












What we do


Our impact


Our leadership team


Latest media releases





Contact us




Find a volunteering role




Find a job




Book a course






Donate







Donate










Close search

Popular pages

Donate
How we can help
What we do
Learn with us
News
Events
Contact

Close search













Welcome to Princess Alice. For Excellence. For Compassion. For People. For Living.

About our care








For the lives that go on after death.
We're here to help.

​Support for families








There's no place like home.
And no better place to be cared for.

How we can help



















Our care








Support us








Join our team








Learn with us












How can we help?

            ​Our team of specialist nurses, doctors, therapists, social workers and bereavement volunteers work at our Hospice in Esher, and with families at home. They are all experts in end of life care who put compassion and respect at the heart of everything they do.
          







Choose a question... 
Choose a question...
How do I access your care?
Where are your shops?
How can I fundraise for you?
Do you offer bereavement support?
What are your current job vacancies?
How can I become a volunteer?
How can I find out more about your organisation?
How can I arrange to donate furniture and have it collected?
What events do you have coming up?
How is COVID currently affecting the Hospice?




Still can't find what you're looking for?

Contact Us









Facts and figures





24%OF OUR EXPENDITURE ON CHARITABLE ACTIVITIES IS PROVIDED BY THE CLINICAL COMMISSIONING GROUPS (CCGS)



















1,000OR MORE PEOPLE IN NEED RECEIVING OUR CARE AT ANY ONE TIME
















100%OF ALL OUR CARE IS DELIVERED WITHOUT CHARGE























Figures above are based on the year to 31 March 2022

About us







Free local furniture collection 

Have unwanted furniture and live in the Princess Alice Hospice area? We’d love to take it off your hands and can collect it from you for free.





Find out more and arrange a collection













Our latest issue of intouch 

Take a look at our latest issue of intouch magazine, with news and stories from around the Hospice.





Read our latest articles


Download the latest issue












Our strategy 






This year we’ve embarked on a new strategy, focused on our existing vision – that our communities will have the best care and support before, during and after death.
This short video explains our new strategy, our ambition to innovate, improve and inspire and our 4 priorities.










Find out more about our strategy







Play
Play










Bereavement support 

Losing a loved one under any circumstances is one of the most difficult emotional experiences that we go through, and it can be even tougher at a time when we have to self-isolate and socially distance from friends and family.
 





Find out about bereavement support












Families Together 



Princess Alice Hospice provides a comprehensive range of services that respond to the individual needs of patients and their families, so that they can live life to the full, create memories, share special moments and when the time comes, support them through, before and after the death of a loved one.
Watch our animated film based on a true story to see how we are supporting families together…








Play
Play










With your Will, we will 

Over 1,000 people receive our high-quality end of life care at any one time.
Will you love us when you leave us?
Will you help us keep caring with a gift in your Will?
 





Request your free Gifts in Wills brochure

















Princess Alice Hospice






About Us


Contact us


Find us


Jobs


News


Cookies


Privacy notices


Comments and complaints


Sitemap


















link to facebook profile












link to twitter profile






linkedin
Created with Sketch.









link to instagram profile






linkedin
Created with Sketch.








link to linkedin profile












link to youtube profile
















link to vimeo profile


















link to ebay profile










      Princess Alice Hospice, West End Lane, Esher, KT10 8NA
      Princess Alice Hospice is a registered charity no.1010930 and a company limited by guarantee in England and Wales no.1599796.
      © 2023
    









 
 









Sign up to our newsletter
Fields marked with a (*) must be completed.



Title*MrMrsMsMissDrProfOtherPlease specify* First name* Last name* Email address*

Mobile number* Please provide your mobile number to sign up to quick and simple text updates. You can read how we manage and respect your data in our Supporter Privacy Notice.
  





















We use cookies on our website to give you the most relevant experience by remembering your preferences and repeat visits. By clicking “Accept”, you consent to the use of ALL the cookies. However you may visit Cookie Settings to provide a controlled consent.Cookie settingsACCEPTManage consent




Close






Privacy Overview 
This website uses cookies to improve your experience while you navigate through the website. Out of these cookies, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities of the website. We also use third-party cookies that help us analyze and understand how you use this website. These cookies will be stored in your browser only with your consent. You also have the option to opt-out of these cookies. But opting out of some of these cookies may have an effect on your browsing experience.

 





                                Necessary                            


 Necessary 


                                    Always Enabled                                



Necessary cookies are absolutely essential for the website to function properly. These cookies ensure basic functionalities and security features of the website, anonymously.
CookieDurationDescriptioncookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".viewed_cookie_policy11 monthsThe cookie is set by the GDPR Cookie Consent plugin and is used to store whether or not user has consented to the use of cookies. It does not store any personal data.






                                Functional                            


functional




Functional cookies help to perform certain functionalities like sharing the content of the website on social media platforms, collect feedbacks, and other third-party features.







                                Performance                            


performance




Performance cookies are used to understand and analyze the key performance indexes of the website which helps in delivering a better user experience for the visitors.







                                Analytics                            


analytics




Analytical cookies are used to understand how visitors interact with the website. These cookies help provide information on metrics the number of visitors, bounce rate, traffic source, etc.







                                Advertisement                            


advertisement




Advertisement cookies are used to provide visitors with relevant ads and marketing campaigns. These cookies track visitors across websites and collect information to provide customized ads.







                                Others                            


others




Other uncategorized cookies are those that are being analyzed and have not been classified into a category as yet.













Save & Accept


Powered by 









































"
23,1010952,AKYEM TAFO UNION OF GREAT BRITAIN,
24,1010955,HETSTAN TRUST,
25,1011040,FRIENDS OF RATCLIFFE SCHOOL ASSOCIATION,
26,1011053,THE VALERIE NICHOLS MEMORIAL PRIZE TRUST,
27,1011086,THE BEARR TRUST,"









Home - The BEARR Trust















































































EN


PY



Menu


HomeAbout

AboutSupporting and SharingBEARR NewsBEARR’s OriginsOur TeamGovernance and ManagementCurrent Aims and Action Plan
Grants

Emergency Appeal for Ukraine and MoldovaSmall Grants Scheme (SGS)SGS 2023SGS 2022SGS 2021 and earlier
Events

Lectures and Fundraising EventsConferences and Webinars
Information

NewslettersNews from the regionOur CSO SurveysOther PublicationsResourcesNGO contacts
Get InvolvedContact









Search for:


Search


Search

        Ukraine appeal      









        BEARR is fundraising for urgent humanitarian aid for vulnerable Ukrainian people. Funds will go to local NGOs in Ukraine & Moldova who are already BEARR's partners, to improve the health and social welfare of vulnerable people      

Supporting civil society organisations working with vulnerable people in Eastern Europe and Central Asia.

Find out more












BEAR is raising funds to buy emergency supplies for vulnerable people in Ukraine or who are now refugees in Moldova.100% of funds donated to our appeal are sent to local, grassroots voluntary organisations who are providing emergency assistance to thousands of vulnerable and displaced people.
Read about BEARR's Emergency Appeal and donate here













Stories


View all stories







 

International Women’s Day 2023 – a salute to the women of Ukraine








 

A long, cold, frightening winter – help is needed more than ever








 

War in winter and how our funds help people survive











BEARR News


BEARR News                 / 15 Feb 2023
BEARR Newsletter: February 2023



BEARR News                 / 15 Feb 2023
The BEARR Trust’s 30th Anniversary Lecture – Tuesday 14 March 2023



BEARR News                 / 15 Feb 2023
BEARR’s Emergency Appeal: a year on since Russia’s full-scale invasion of Ukraine



BEARR News                 / 14 Feb 2023
2023 CSO Survey – Preliminary Announcement



BEARR News                 / 14 Feb 2023
Civil society and the fight against migrant rights violations in Russia: a review of Michael Borodin’s Convenience Store (2022)

More BEARR news »


News from the Region


                                                                    27 Mar 2023              
Urals conference on employment of people with disabilities



                                                                    27 Mar 2023              
New course for social entrepreneurs at Moscow institute



                                                                    24 Mar 2023              
Parents of children with disabilities invited to join support group in Russia  



                                                                    23 Mar 2023              
Armenia embarks on healthcare reform



                                                                    22 Mar 2023              
Russian proposal on purchase of housing for orphans

More news from the Region »








About The BEARR Trust
BEARR SHARES
We share connections, experience, ideas, knowledge, good practice, and lessons learned with and among our partners – whether they be civil society organisations, academics, research institutions, professionals, or students.
BEARR SUPPORTS
We seek to support innovation, imagination, and independence through the allocation of flexible and light-touch small grants to grassroots initiatives.

120+
projects funded




Filter byAll Disability Domestic violence Homeless & institutionalized  IDPs Mental health Older people Trafficking Violence against women Young people
 






Get involved





Donate your
Time







Donate your
Expertise







Donate your
Money





 Sign up to our publications

View previous publications

Email







 I consent to receiving BEARR's bi-monthly newsletters and for my email
      address to be kept on record for these communication purposes.
Leave this field empty if you're human: 














thebearrtrust
UK NGO supporting grassroots charities focussed on health & social welfare in Eastern Europe, Central Asia & the Caucasus. 🇦🇲🇦🇿🇧🇾🇬🇪🇰🇿🇰🇬🇲🇩🇷🇺🇹🇯🇹🇲🇺🇦🇺🇿













“As BEARR’s work has evolved over the last thr
 





""Despite the shelling, our volunteers continue wor


 





On this International Women's Day, we salute the w






A week today we will be joined by former Foreign S






100% of funds donated to our #EmergencyAppeal reac


 





The BEARR Trust is delighted to invite you to our 



 


Load More...






 Follow on Instagram













© 2022 The BEARR Trust is a registered charity 1011086


Privacy Policy
Contact
A Hands Up project
 

This website uses cookies to improve your experience. We'll assume you're ok with this, but you can opt-out if you wish. View Privacy Policy Cookie settingsACCEPTPrivacy & Cookies Policy




Close






Privacy Overview 
This website uses cookies to improve your experience while you navigate through the website. Out of these cookies, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities of the website. We also use third-party cookies that help us analyze and understand how you use this website. These cookies will be stored in your browser only with your consent. You also have the option to opt-out of these cookies. But opting out of some of these cookies may have an effect on your browsing experience.

 





								Necessary							


Necessary

Always Enabled




									Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.								






								Non-necessary							


Non-necessary





									Any cookies that may not be particularly necessary for the website to function and is used specifically to collect user personal data via analytics, ads, other embedded contents are termed as non-necessary cookies. It is mandatory to procure user consent prior to running these cookies on your website.								












SAVE & ACCEPT
























































"
28,1011095,THE DIDHAM CHARITABLE TRUST,
29,1011106,FRIENDS OF ASPIN SCHOOL,"





























































































Aspin PTA





























top of pageThis site was designed with the .com website builder. Create your website today.Start NowFriends of Aspin SchoolLog InHOMEABOUT USOur CharityCommitteeClass RepsPrivacy PolicyEVENTSAspinFestColour RunBed RaceSummer FairFireworks NightCake BakesTeddy Bear's PicnicPast EventsFUNDRAISINGSchool LotteryMajor FundraiserEasyFundraisingAmazon SmilePARENTSMoreUse tab to navigate through the menu items.Welcome to our PTA website aspinpta@gmail.com HOMEABOUT USOur CharityCommitteeClass RepsPrivacy PolicyEVENTSAspinFestColour RunBed RaceSummer FairFireworks NightCake BakesTeddy Bear's PicnicPast EventsFUNDRAISINGSchool LotteryMajor FundraiserEasyFundraisingAmazon SmilePARENTSMoreUse tab to navigate through the menu items.© 2020 by Aspin PTA. Registered Charity Number 1011106bottom of page










"
30,1011108,MID BORDER COMMUNITY ARTS LTD,
31,1011135,"THE WILLOWS PARENTS, TEACHERS AND FRIENDS ASSOCIATION",
32,1011145,BRITISH TINNITUS ASSOCIATION,"






Chat with us, powered by LiveChat











Home - Tinnitus UK








































		Skip to content	





VisualV1 - SearchCreated with Sketch.

				Search			





					Membership				





					Forum				






					Donate				






					Need help?				







VisualV1 - CrossCreated with Sketch. Close




				Search			

				Enter your keywords and then press the search button.			


		Your search term	


		Search		VisualV1 - ArrowCreated with Sketch. 







VisualV1 - SearchCreated with Sketch.

		Search	









VisualV1 - Home Created with Sketch. Menu


Close


I have tinnitus


I have tinnitus


New to tinnitus
I need to talk to someone
What can I do?
Find tinnitus support in your area
Our tinnitus webinars










Become a member
















Tinnitus treatments










Understanding tinnitus


Understanding tinnitus


What is tinnitus?
Tinnitus treatments
Living with tinnitus
Tinnitus and COVID-19
I care for someone with tinnitus










Tinnitus and sleep disturbance
















Our tinnitus webinars










Join our cause


Join our cause


Donate today
Plug’em
Fundraise
Volunteer
Come to an event
Become a member
Corporate membership
Sponsor us
Tinnitus Week 2023










Become a member
















Donate today










What we do


What we do


Our vision
Who we are
Work with us
Tinnitus Biobank
Tinnitus manifesto
Get in touch
Complaint process










News
















Tinnitus UK staff










 




				Need help?			





I have tinnitus

New to tinnitus
I need to talk to someone
What can I do?
Find tinnitus support in your area
Our tinnitus webinars


Understanding tinnitus

What is tinnitus?
Tinnitus treatments
Living with tinnitus
Tinnitus and COVID-19
I care for someone with tinnitus


Join our cause

Donate today
Plug’em
Fundraise
Volunteer
Come to an event
Become a member
Corporate membership
Sponsor us
Tinnitus Week 2023


What we do

Our vision
Who we are
Work with us
Tinnitus Biobank
Tinnitus manifesto
Get in touch
Complaint process






							Donate						












					It does get better				

					Our Tinnitus Support Team can help you find out how				


					Talk to us				










How we can help
We are the only UK helpline that is here solely to help people with tinnitus.











					What is tinnitus?				

					Tinnitus is the sensation of hearing a sound when there is no external source for that sound.				





Read more
VisualV1 - ArrowCreated with Sketch. 










					Tinnitus treatments				

					We check tinnitus treatments to see if they are safe and effective for those living with tinnitus				





Read more
VisualV1 - ArrowCreated with Sketch. 










					How we can help				

					We provide free support to anyone living with tinnitus or caring for someone with tinnitus				





Read more
VisualV1 - ArrowCreated with Sketch. 














					 
				




						Work with us!					

						We are looking for an experienced and passionate Trusts and Foundations Manager to join our small but perfectly formed team					


Find out more
VisualV1 - ArrowCreated with Sketch. 













					Become a member				

					Join our Tinnitus UK community and help us make sure no-one faces tinnitus alone. You'll become part of a supportive community, be the first to find out about the latest tinnitus research and management techniques and receive great membership benefits for just £20 a year.				

						Join today
						VisualV1 - ArrowCreated with Sketch. 













 




						Why we need a Tinnitus Biobank					

						A Tinnitus Biobank could allow us to understand the condition much better and answer many questions that, thanks to chronic underinvestment, so far remain unanswered.					


Find out how you can take part
VisualV1 - ArrowCreated with Sketch. 











		Latest tinnitus news	







					April 3, 2023 · News				

					One million motorcyclists putting their hearing at risk				

					This Motorcycle Safety Week, Tinnitus UK is calling for motorcyclists to protect their ears when at work or enjoying a leisure ride.				





Read more
VisualV1 - ArrowCreated with Sketch. 










					April 3, 2023 · News				

					Birmingham couple to walk 2,650 miles to help people with tinnitus				

					Lara and Phill are raising funds for us by walking the Pacific Crest Trail – a 2,650 hike from Mexico to Canada.  				





Read more
VisualV1 - ArrowCreated with Sketch. 










					March 28, 2023 · News				

					Welcoming Caroline Savage as our new CEO!				

					We are delighted to announce Caroline Savage has been appointed as our new Chief Executive Officer after her successful period as Interim CEO. 				





Read more
VisualV1 - ArrowCreated with Sketch. 














					Support us!				

					Raise money for Tinnitus UK and so you can directly help those struggling with their tinnitus				

						Find out more
						VisualV1 - ArrowCreated with Sketch. 











Sign up to our newsletter
Each month we issue FOCUS - our newsletter covering tinnitus management tips, events, news, fundraising opportunities and more. It's free to anyone who signs up!


















Your struggle is our cause.



						Useful links					



								Home							



								What is tinnitus?							



								Become a member							



								Our vision							





						Join us online					




Twitter 

									Twitter								





 

									Instagram								





Facebook 

									Facebook								





LinkedIn 

									LinkedIn								














							Accessibility						



							Sitemap						



							Privacy policy						



							Terms and conditions						



					Tinnitus UK is a registered charity. Registered charity number 1011145. Tinnitus UK is a company limited by guarantee, registered in England and Wales, under registration number 2709302.
Tinnitus UK, Unit 5 Acorn Business Park, Woodseats Close, Sheffield, S8 0TB.
Tinnitus UK office telephone 0114 250 9933				






				Supported by			




							https://www.tnlcommunityfund.org.uk						






							https://garfieldweston.org						






							https://petersowerbyfoundation.org.uk/						







					Website by Reason Digital



Chatbot provider:

							ChatBot						


Web chat provider:

							LiveChat						












"
33,1011220,NAM PUBLICATIONS,"





























aidsmap | aidsmap
















      Skip to main content
    












Main navigation





Home




News




About HIV




About us









Search









Search







Donate




Donate now




£5



£10



£35





Other amount



Name



Email


With Gift Aid, your generous donation of £10 would be worth £12.50 at no extra cost to you.

Yes, I want to Gift Aid any donations made to NAM now, in the future and in the past four years

I am a UK taxpayer and I understand that if I pay less Income and /or Capital Gains Tax than the amount of Gift Aid claimed on all my donations in the relevant tax year, it is my responsibility to pay any difference.






In our 35th year we’re asking people to donate £35 – that’s just £1 for every year we’ve been providing life-changing information. Any donation you make helps us continue our work towards a world where HIV is no longer a threat to health or happiness.

£5 allows us to reach millions of people globally with accurate and reliable resources about HIV prevention and treatment.
£10 helps us produce news and bulletins on the latest developments in HIV for healthcare staff around the world.
£35 means we can empower more people living with HIV to challenge stigma with our information workshops, videos and broadcasts.


















aidsmap





Primary tabs
View(active tab)
Preview









NAM changes lives by sharing information about HIV & AIDS.
We provide independent, accurate & accessible information about HIV.























News

The latest news on HIV prevention, treatment and cure from around the world.









Search
























About HIV

Clear and reliable information on all aspects of HIV.






















































Clinic portal login

All of NAM’s booklets and resources, for members of our Patient Information Scheme.


































































About us

NAM is a charity based in the United Kingdom. We work to change lives by sharing information about HIV & AIDS. We believe independent, clear and accurate information is vital in the fight against HIV & AIDS.
Our information is intended to support, rather than replace, consultation with a healthcare professional. Talk to your doctor or another member of your healthcare team for advice tailored to your situation.

Read more about us



Connect with us


Twitter
Facebook
YouTube
Instagram

Subscribe to emails & newsfeeds

Login to our clinic portal




Donate




Visit NAM’s other websites: clinic.nam.org.uk | infohep.org | prepineurope.org | about-hiv.info | pro-vich.info | hiv-lens.org




© NAM Publications 2023, all rights reserved. NAM is not responsible for the content of external websites.
Company limited by guarantee. Registered in England & Wales, number: 2707596. Registered charity, number: 1011220



Footer menu



Show — Footer menu
Hide — Footer menu


Contact


Jobs


Terms of Use


Accessibility


Privacy Policy


Cookies


Manage cookies













































"
34,1011295,THE KINGSTON UNIVERSITY OF THE THIRD AGE,"



KingstonU3A – Kingston upon Thames University of the Third Age
























Home
Groups

Groups Alphabetically
Groups by Category
Groups by Day


Events

Kingston U3A
Away Days
Monthly Meetings
London Region U3A
Study Days / Kingston U3A
Summer Schools
Surrey Network / Study Days
Shared Learning Projects
Other Organisations


Membership
Newsletter/Bulletins
Archive
Latest News
Links
Contact












Latest News
Links
Contact
 

















Home
Groups

Groups Alphabetically
Groups by Category
Groups by Day


Events

Kingston U3A
Away Days
Monthly Meetings
London Region U3A
Study Days / Kingston U3A
Summer Schools
Surrey Network / Study Days
Shared Learning Projects
Other Organisations


Membership
Newsletter/Bulletins
Archive
 














Welcome to Kingston upon Thames U3A
If you have recently retired, or are coming up to that exciting third age phase of your life, there is so much to do! We have an extensive range of groups you can join, covering everything from literature through arts, music, walks, discussions, dancing and table tennis to games, languages and science. There are regular monthly meetings with an interesting talk, introductory get-togethers for new members and a chance to meet people and make new friends. There is a wide monthly programme of visits to places of interest and a holiday, abroad or in the UK, every year. This website will give you a lot of information about all of these and many other activities. Please browse and let us know if you would like to join us. Existing members please make regular visits to the website as we will be posting up-to-date information as it becomes available.
To find out more of the U3A’s history please follow the link –
https://www.u3a.org.uk/about/history? 
Latest News


Mar 07
Odd Corners of London – Jo Livingston Bexley Heath U3A


Our monthly talk on March 6th was given by Jo Livingston a Bexley Heath U3A member on the topic of “Odd Corners of London” . This was such a success that although she brought 60 handouts of follow up information with her there still were not enough!  She has given us permission to put the […]


Read more





Mar 07
Summer School – South East U3A Forum – Chichester Sept 4th to 7th 2023


If you are looking forward to summer school well wait no longer; the following information will help you get ready for the booking date and time of Friday 17th March @ 10.00am, when access to the Booking Form will be available Please note: All links can be downloaded This is primarily a 4-day residential summer […]


Read more





Jan 23
22nd May – The Climate Crisis and some Solutions – Zoom Talk


The zoom link for this talk will be made available nearer the the date of the talk . It will start at 2.00pm. Brenda Ainsley’s talk will explain the science behind the climate crisis and then go on to explore some of the solutions.  There will be time for questions at the end. The Climate […]


Read more





Dec 20
It was a Happy New Year and 70 people came to the Quiz!


Photos of our winners clutching their prizes of a book token each will be with us soon.  These Quiz Champions will also have just come to terms with the other part of their prize which is to devise and organise next years Quiz! Doors open 1.30 as usual with a cup of tea and a […]


Read more





Nov 29
National U3A Online Talks for January/February


CLICK on the link below to book onto any of the talks listed below https://www.u3a.org.uk/events/educational-events Learn Digital Life Skills: iPhone and iPad Week – 2pm Fri, 6 Jan Sleep and Dreams – 2pm Mon, 9 Jan The Story of Motown Records – (four-week course) 2pm Tuesdays, 10-31 Jan Getting Started With Your Family History – […]


Read more





Upcoming Events

31st March – Musical Museum –  Away Day
The Musical Museum houses a display of musical boxes, toys and Wurlitzers in a three-storey building with a recreated shopping and stage area. Our tour will last 75 mins and includes an illustration of the workings and Chris Barber at the Wurlitzer, (Jim Linwood, CC BY 2.0, via Wikimedia Commons) sounds of many self-playing instruments, […]


Read more






3rd April Monthly Meeting – Great British Eccentrics and Rogues’
The Rainbow in Science and Art a talk by John Naylor has been delayed for health reasons and replaced by Great British Eccentrics presented by Paul Robbens.


Read more






21st April  – Royal College of Music – Away Day
The college was established by Royal Charter in 1882 and offers training from undergraduate to doctoral level in all aspects of western music. We have been invited to attend the Friday lunchtime concert performed by the students in the college’s museum, amongst its collection of historic artefacts and instruments. In the afternoon there’s a guided […]


Read more






Latest Newsletter
Download

Click here to see previous newsletters




Featured Groups
 NEW GROUPS ON OFFER Please contact Shirley Miller: 8940 8573 groupcoordinator@kingstonu3a.org.uk if you are interested in:


Sunday Lunch Group 2
Gill O’Donnell is starting a second group if you would like to join
Contact Gill     0208399 8125   or gill.odonnell@blueyonder.co.uk















































Table Tennis Group 1 (New Malden)
This group has gone from being oversubscribed to needing new members.  here’s your chance to join this popular group.
Contact Pat Young  02083378326      p.young229@talktalk.net
Table Tennis  Group 2 (Hampton) 
Needs new members. If you would like to join please Contact Lionel Beer 0208979 3148
Wine Tasting 2
Would you like to be part of this proposed new Group?    Contact Bob Higgins 0n  07557 099030  or bobhiggins@virginmedia.com
Wanted

Following the closure  of one of our Bridge Groups we would like a volunteer to start up a new one.
Contact Shirley Miller: 8940 8573  or shirley.miller@btinternet.com





















Further Offers …
Ideas for new groups are always welcome. Please contact Shirley Miller: 020 8940 8573 shirley.miller4@btinternet.com
































 
















Kingston U3A

Kingston U3A Registered Charity No.1011295.
									Copyright 2017 Third Age Trust.  All rights reserved. 
									Site by 56 Degrees Design  

















"
35,1011296,TREVOR SPENCER CHARITABLE TRUST,
36,1011301,5TH BECKENHAM SOUTH SCOUT GROUP,"



5th Beckenham South Scout Group – Everyday Adventure for Beavers, Cubs, Scouts & Explorers in Beckenham – part of Bromley Scout District






























Skip to the content




5th Beckenham South Scout Group

Everyday Adventure for Beavers, Cubs, Scouts & Explorers in Beckenham - part of Bromley Scout District







Toggle the mobile menu



Toggle the search field






Sections

Links


Blog
Our History 1946-1976
OSM
Photo Galleries
Fireworks
Great Easter Egg Hunt
Contact Us

Waiting list






Search



Sections

Links


Blog
Our History 1946-1976
OSM
Photo Galleries
Fireworks
Great Easter Egg Hunt
Contact Us

Waiting list






 







5th Beckenham South Scout Group


A scout group in Bromley
Thanks to the efforts of our volunteers, we run two beaver colonies, two cub packs and two scout troops and an explorer unit. We are a scout group in Beckenham that offers everyday adventure to boys and girls from 6-18 – beavers, cubs, scouts and explorers for Beckenham and beyond,
Beckenham, Penge, Shortlands and Bromley
100% Volunteers
We are part of the community and all our leaders are volunteers offering everyday adventure to local children.
Subscriptions
Running a scout group is very very expensive and we rely on subs to cover all the basics. Please pay via OnlineScoutManager
Photo Galleries
Our archive of almost 100,ooo photos from 1946 to our most recent events. Visit them here





Social Media

Find us on Facebook
Follow us on Twitter
Instagram





Search

Meta

Log in
Entries feed
Comments feed
WordPress.org








Powered by WordPress & Theme by Anders Norén





"
37,1011327,HORTICARE,
38,1011344,THE BASIL SLAUGHTER TRUST FOR ADULT EDUCATION,
39,1011347,HASAN CHARITABLE TRUST,
40,1011366,FRIENDS OF THE ISRAEL OPERA TRUST,"








     
























































 



















Donate Now
Sign Up
Featured Events
 





  


What We DoAbout Us

Chairman’s Message Mission Committee History of FIO UK
Meitar Opera Studio

About the Programme Management Team Case Studies History of Israeli Opera
News & Events

Press Releases FIO UK Events
Support Us

Donate Now Newsletter Sign-Up
Galleries 
 










 
























 



 











 

 59 

Singers Trained



Contributing to...




 

 18000 

Opera Subscribers





 

 20 

Outreach Performances








Developing Talent
Israel Opera has created the Meitar Opera Studio, a unique, world-renowned school for young opera singers that needs funds to help the next generation of opera stars to flourish.



Reaching Out
Year-round, Israel Opera is determined to reach people right across Israeli society, all ages, origins, cultures, and ethnic backgrounds. Visits are organised to groups such as Arab Israelis, Druze, and Israeli Christians. It values enormously the opportunity to celebrate, through the medium of song, the multicultural and diverse mosaic that makes up the modern state of Israel.



Fostering a Love of Opera
Through creative educational programmes, especially catering to the needs of school children, the opera company is ensuring young people encounter opera. These experiences are transformative.




The Israel Opera needs its friends to help deliver its ambitious vision . . .




			
			Read More		







Join Us
Help us bring communities together and and Israeli opera to the world.




			
			Donate		






 
  







Friends of Israel Opera www.friendsofisraelopera.org
64 North Row,
London
W1K 7DA
Administration Office (10am – 4pm):
+44 (0) 7973 129317
HQ:
+44 (0) 20 7647 9901
Registered Charity No. 1191429

LinksIsrael Opera
 





 Copyright 2022-2023 Friends of Israel Opera | Site Design & Maintenance by JBD Mixed Media Ltd. Privacy & Cookie Policy
 



 

  






























"
